,country,year,population,sources,consumption,electricity
193,World,1992,5498919936,gas,20066.809,1822.876
194,World,1993,5581598208,gas,20269.103,1856.381
195,World,1994,5663150080,gas,20393.341,1917.401
196,World,1995,5744212992,gas,21108.566,2028.077
197,World,1996,5824891904,gas,22163.46,2090.276
198,World,1997,5905046016,gas,22034.355,2258.306
199,World,1998,5984794112,gas,22437.921,2394.399
200,World,1999,6064239104,gas,23075.98,2586.885
201,World,2000,6143494144,gas,23999.887,2759.335
202,World,2001,6222626816,gas,24330.947,2937.843
203,World,2002,6301772800,gas,25052.899,3141.585
204,World,2003,6381185024,gas,25752.011,3297.091
205,World,2004,6461158912,gas,26735.573,3550.295
206,World,2005,6541906944,gas,27463.918,3752.956
207,World,2006,6623518208,gas,28175.652,3966.295
208,World,2007,6705947136,gas,29323.697,4289.814
209,World,2008,6789088768,gas,30024.33,4434.26
210,World,2009,6872766976,gas,29411.029,4453.601
211,World,2010,6956824064,gas,31606.766,4871.293
212,World,2011,7041193984,gas,32370.994,4925.442
213,World,2012,7125828096,gas,33220.032,5216.505
214,World,2013,7210582016,gas,33766.139,5083.657
215,World,2014,7295290880,gas,33994.279,5240.463
216,World,2015,7379796992,gas,34780.121,5588.026
217,World,2016,7464022016,gas,35590.036,5823.701
218,World,2017,7547858944,gas,36585.642,5925.573
219,World,2018,7631091200,gas,38516.651,6082.471
220,World,2019,7713467904,gas,39292.468,6297.904
221,World,1965,3339584000,hydro,2564.441,923.198
222,World,1966,3407922944,hydro,2732.827,983.817
223,World,1967,3478769920,hydro,2793.732,1005.743
224,World,1968,3551599104,hydro,2942.472,1059.289
225,World,1969,3625680896,hydro,3115.956,1121.743
226,World,1970,3700436992,hydro,3262.913,1174.648
227,World,1971,3775759872,hydro,3408.517,1227.065
228,World,1972,3851651072,hydro,3568.421,1284.63
229,World,1973,3927781120,hydro,3619.474,1303.009
230,World,1974,4003793920,hydro,3975.739,1431.265
231,World,1975,4079480064,hydro,4024.697,1448.89
232,World,1976,4154667008,hydro,4008.711,1443.135
233,World,1977,4229506048,hydro,4143.536,1491.672
234,World,1978,4304534016,hydro,4484.414,1614.388
235,World,1979,4380506112,hydro,4708.863,1695.189
236,World,1980,4458002944,hydro,4810.15,1731.652
237,World,1981,4536996864,hydro,4913.625,1768.904
238,World,1982,4617387008,hydro,5002.529,1800.909
239,World,1983,4699569152,hydro,5216.03,1877.769
240,World,1984,4784011776,hydro,5392.714,1941.376
241,World,1985,4870922240,hydro,5499.379,1979.775
242,World,1986,4960567808,hydro,5573.815,2006.572
243,World,1987,5052521984,hydro,5649.189,2033.706
244,World,1988,5145425920,hydro,5829.785,2098.721
245,World,1989,5237441024,hydro,5798.813,2087.571
246,World,1990,5327230976,hydro,5996.967,2158.906
247,World,1991,5414288896,hydro,6137.256,2209.41
248,World,1992,5498919936,hydro,6136.322,2209.074
249,World,1993,5581598208,hydro,6503.463,2341.245
250,World,1994,5663150080,hydro,6546.899,2356.882
251,World,1995,5744212992,hydro,6904.543,2485.633
252,World,1996,5824891904,hydro,7001.392,2520.499
253,World,1997,5905046016,hydro,7128.16,2566.135
254,World,1998,5984794112,hydro,7185.956,2586.942
255,World,1999,6064239104,hydro,7237.996,2605.676
256,World,2000,6143494144,hydro,7366.566,2651.962
257,World,2001,6222626816,hydro,7130.864,2583.887
258,World,2002,6301772800,hydro,7216.359,2631.847
259,World,2003,6381185024,hydro,7158.541,2627.604
260,World,2004,6461158912,hydro,7635.779,2820.744
261,World,2005,6541906944,hydro,7844.619,2916.35
262,World,2006,6623518208,hydro,8092.845,3027.674
263,World,2007,6705947136,hydro,8179.49,3079.335
264,World,2008,6789088768,hydro,8598.703,3257.388
265,World,2009,6872766976,hydro,8532.793,3252.497
266,World,2010,6956824064,hydro,8958.472,3435.835
267,World,2011,7041193984,hydro,9072.896,3501.068
268,World,2012,7125828096,hydro,9400.811,3649.724
269,World,2013,7210582016,hydro,9764.87,3814.04
270,World,2014,7295290880,hydro,9910.341,3894.178
271,World,2015,7379796992,hydro,9827.171,3884.62
272,World,2016,7464022016,hydro,10091.741,4012.948
273,World,2017,7547858944,hydro,10164.682,4065.87
274,World,2018,7631091200,hydro,10367.535,4171.405
275,World,2019,7713467904,hydro,10455.127,4222.215
276,World,1965,3339584000,nuclear,70.944,25.54
277,World,1966,3407922944,nuclear,95.648,34.433
278,World,1967,3478769920,nuclear,113.906,41.006
279,World,1968,3551599104,nuclear,144.759,52.113
280,World,1969,3625680896,nuclear,171.621,61.783
281,World,1970,3700436992,nuclear,219.096,78.875
282,World,1971,3775759872,nuclear,304.734,109.704
283,World,1972,3851651072,nuclear,422.709,152.175
284,World,1973,3927781120,nuclear,566.394,203.902
285,World,1974,4003793920,nuclear,740.556,266.6
286,World,1975,4079480064,nuclear,1027.357,369.848
287,World,1976,4154667008,nuclear,1201.866,432.671
288,World,1977,4229506048,nuclear,1495.967,538.548
289,World,1978,4304534016,nuclear,1738.319,625.794
290,World,1979,4380506112,nuclear,1807.946,650.86
291,World,1980,4458002944,nuclear,1977.569,711.924
292,World,1981,4536996864,nuclear,2335.421,840.751
293,World,1982,4617387008,nuclear,2533.829,912.178
294,World,1983,4699569152,nuclear,2871.704,1033.813
295,World,1984,4784011776,nuclear,3484.915,1254.568
296,World,1985,4870922240,nuclear,4135.897,1488.922
297,World,1986,4960567808,nuclear,4429.825,1594.736
298,World,1987,5052521984,nuclear,4818.707,1734.733
299,World,1988,5145425920,nuclear,5253.474,1891.249
300,World,1989,5237441024,nuclear,5402.812,1945.011
301,World,1990,5327230976,nuclear,5556.843,2000.462
302,World,1991,5414288896,nuclear,5822.712,2096.175
303,World,1992,5498919936,nuclear,5866.919,2112.089
304,World,1993,5581598208,nuclear,6068.966,2184.826
305,World,1994,5663150080,nuclear,6182.906,2225.844
306,World,1995,5744212992,nuclear,6451.105,2322.396
307,World,1996,5824891904,nuclear,6685.564,2406.801
308,World,1997,5905046016,nuclear,6639.662,2390.277
309,World,1998,5984794112,nuclear,6753.84,2431.38
310,World,1999,6064239104,nuclear,7012.121,2524.361
311,World,2000,6143494144,nuclear,7169.17,2580.899
312,World,2001,6222626816,nuclear,7323.716,2653.768
313,World,2002,6301772800,nuclear,7392.732,2696.171
314,World,2003,6381185024,nuclear,7196.586,2641.568
315,World,2004,6461158912,nuclear,7475.689,2761.605
316,World,2005,6541906944,nuclear,7447.91,2768.868
317,World,2006,6623518208,nuclear,7493.281,2803.366
318,World,2007,6705947136,nuclear,7294.706,2746.24
319,World,2008,6789088768,nuclear,7226.874,2737.708
320,World,2009,6872766976,nuclear,7080.672,2698.983
321,World,2010,6956824064,nuclear,7218.503,2768.506
322,World,2011,7041193984,nuclear,6874.33,2652.681
323,World,2012,7125828096,nuclear,6364.201,2470.806
324,World,2013,7210582016,nuclear,6383.714,2493.401
325,World,2014,7295290880,nuclear,6466.974,2541.138
326,World,2015,7379796992,nuclear,6516.074,2575.764
327,World,2016,7464022016,nuclear,6575.951,2614.905
328,World,2017,7547858944,nuclear,6596.391,2638.554
329,World,2018,7631091200,nuclear,6711.461,2700.374
330,World,2019,7713467904,nuclear,6923.412,2795.962
331,World,1965,3339584000,solar,0,0
332,World,1966,3407922944,solar,0,0
333,World,1967,3478769920,solar,0,0
334,World,1968,3551599104,solar,0,0
335,World,1969,3625680896,solar,0,0
336,World,1970,3700436992,solar,0,0
337,World,1971,3775759872,solar,0,0
338,World,1972,3851651072,solar,0,0
339,World,1973,3927781120,solar,0,0
340,World,1974,4003793920,solar,0,0
341,World,1975,4079480064,solar,0,0
342,World,1976,4154667008,solar,0,0
343,World,1977,4229506048,solar,0,0
344,World,1978,4304534016,solar,0,0
345,World,1979,4380506112,solar,0,0
346,World,1980,4458002944,solar,0,0
347,World,1981,4536996864,solar,0,0
348,World,1982,4617387008,solar,0,0
349,World,1983,4699569152,solar,0.008,0.003
350,World,1984,4784011776,solar,0.018,0.006
351,World,1985,4870922240,solar,0.033,0.012
352,World,1986,4960567808,solar,0.042,0.015
353,World,1987,5052521984,solar,0.029,0.011
354,World,1988,5145425920,solar,0.028,0.01
355,World,1989,5237441024,solar,0.728,0.262
356,World,1990,5327230976,solar,1.079,0.388
357,World,1991,5414288896,solar,1.403,0.505
358,World,1992,5498919936,solar,1.302,0.469
359,World,1993,5581598208,solar,1.546,0.557
360,World,1994,5663150080,solar,1.667,0.6
361,World,1995,5744212992,solar,1.78,0.641
362,World,1996,5824891904,solar,1.959,0.705
363,World,1997,5905046016,solar,2.102,0.757
364,World,1998,5984794112,solar,2.311,0.832
365,World,1999,6064239104,solar,2.545,0.916
366,World,2000,6143494144,solar,3.112,1.12
367,World,2001,6222626816,solar,3.866,1.401
368,World,2002,6301772800,solar,4.837,1.764
369,World,2003,6381185024,solar,6.153,2.258
370,World,2004,6461158912,solar,8.053,2.975
371,World,2005,6541906944,solar,11.205,4.166
372,World,2006,6623518208,solar,15.293,5.721
373,World,2007,6705947136,solar,20.64,7.77
374,World,2008,6789088768,solar,33.376,12.644
375,World,2009,6872766976,solar,55.016,20.971
376,World,2010,6956824064,solar,87.907,33.715
377,World,2011,7041193984,solar,168.766,65.124
378,World,2012,7125828096,solar,259.658,100.808
379,World,2013,7210582016,solar,356.169,139.115
380,World,2014,7295290880,solar,503.532,197.858
381,World,2015,7379796992,solar,649.74,256.838
382,World,2016,7464022016,solar,825.45,328.237
383,World,2017,7547858944,solar,1117.368,446.947
384,World,2018,7631091200,solar,1448.367,582.754
385,World,2019,7713467904,solar,1792.996,724.087
386,World,1965,3339584000,wind,0,0
387,World,1966,3407922944,wind,0,0
388,World,1967,3478769920,wind,0,0
389,World,1968,3551599104,wind,0,0
390,World,1969,3625680896,wind,0,0
391,World,1970,3700436992,wind,0,0
392,World,1971,3775759872,wind,0,0
393,World,1972,3851651072,wind,0,0
394,World,1973,3927781120,wind,0,0
395,World,1974,4003793920,wind,0,0
396,World,1975,4079480064,wind,0,0
397,World,1976,4154667008,wind,0,0
398,World,1977,4229506048,wind,0,0
399,World,1978,4304534016,wind,0.008,0.003
400,World,1979,4380506112,wind,0.017,0.006
401,World,1980,4458002944,wind,0.029,0.01
402,World,1981,4536996864,wind,0.029,0.01
403,World,1982,4617387008,wind,0.051,0.018
404,World,1983,4699569152,wind,0.091,0.033
405,World,1984,4784011776,wind,0.124,0.045
406,World,1985,4870922240,wind,0.178,0.064
407,World,1986,4960567808,wind,0.386,0.139
408,World,1987,5052521984,wind,0.543,0.195
409,World,1988,5145425920,wind,0.921,0.332
410,World,1989,5237441024,wind,7.36,2.65
411,World,1990,5327230976,wind,10.09,3.632
412,World,1991,5414288896,wind,11.352,4.087
413,World,1992,5498919936,wind,13.148,4.733
414,World,1993,5581598208,wind,15.827,5.698
415,World,1994,5663150080,wind,19.786,7.123
416,World,1995,5744212992,wind,22.95,8.262
417,World,1996,5824891904,wind,25.568,9.205
418,World,1997,5905046016,wind,33.383,12.018
419,World,1998,5984794112,wind,44.226,15.921
420,World,1999,6064239104,wind,58.934,21.216
421,World,2000,6143494144,wind,87.28,31.421
422,World,2001,6222626816,wind,105.949,38.391
423,World,2002,6301772800,wind,143.49,52.332
424,World,2003,6381185024,wind,171.409,62.917
425,World,2004,6461158912,wind,230.413,85.117
426,World,2005,6541906944,wind,279.978,104.086
427,World,2006,6623518208,wind,355.127,132.859
428,World,2007,6705947136,wind,453.503,170.73
429,World,2008,6789088768,wind,582.461,220.65
430,World,2009,6872766976,wind,724.212,276.052
431,World,2010,6956824064,wind,903.467,346.506
432,World,2011,7041193984,wind,1141.844,440.617
433,World,2012,7125828096,wind,1367.349,530.853
434,World,2013,7210582016,wind,1627.737,635.774
435,World,2014,7295290880,wind,1797.902,706.469
436,World,2015,7379796992,wind,2103.669,831.567
437,World,2016,7464022016,wind,2423.694,963.774
438,World,2017,7547858944,wind,2852.43,1140.971
439,World,2018,7631091200,wind,3156.845,1270.165
440,World,2019,7713467904,wind,3540.051,1429.62
